user_description,name,wiki_description,perenual_data_text
"I’m looking for a large, deciduous tree that can thrive in my garden while adding a touch of beauty with its impressive leaves. I appreciate plants that not only provide ecological benefits but also have culinary or woodworking potential. Ideally, I want something that will enhance my outdoor space and attract local wildlife.",Mocha Rose Big Leaf Maple,"Acer macrophyllum, the bigleaf maple or Oregon maple, is a large deciduous tree in the genus Acer. It is native to western North America. In addition to uses by animals, it is of some culinary and woodworking interest.","Mocha Rose Big Leaf Maple is an amazing plant species for many reasons. It has lush glossy green foliage with deeply lobed leaves that are edged in pink, giving this tree a stunning look that is unlike any other. It also enjoys sun, but is tolerant of partial shade and can tolerate most soil types and moisture conditions. Its ability to thrive in a range of environments and climates makes it an excellent choice for gardeners. In addition to its eye-catching foliage, this maple also produces small flowers in the spring, providing a great source of nectar for pollinators. Overall, Mocha Rose Big Leaf Maple is an exquisite and unparalleled choice for any garden. leaf: light-green, green. veins: light-green, green. stem: red. branch: brown Common name: Mocha Rose Big Leaf Maple Sunlight: full sun, part shade Soil: Sandy Loamy Watering: Average Growth cycle: Perennial Origin: British Columbia, California, Oregon, Washington Care level: Medium Maintenance: Low Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 60, 'max_value': 60, 'unit': 'feet' Attracts: Squirrels, Bees Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a beautiful tree that adds vibrant color to my garden, especially in the fall. I want something that thrives in cooler climates and offers a lovely shape and delicate foliage. Ideally, it should bring a touch of nature's elegance to my outdoor space.",Korean Maple,"Acer pseudosieboldianum, the Korean maple or purplebloom maple, is a species of maple. It is native to northeastern China, Korea, and the Russian Far East.","Korean Maple Acer pseudosieboldianum is an amazing ornamental tree that is renowned for its beauty. Its unusual three baby fingers lobed leaves create an eye-catching display with delicate shades of pale green, yellow and bright scarlet in autumn. It has outstanding adaptability and can tolerate both sun and shade. It can grow rapidly in well-drained soils, making it ideal for small gardens. Its vigorous, ascending branches create an attractive vase-shaped crown. The beauty of this tree is further enhanced by its graceful white berries and its elegant yellow-green bark. Its showy yellowish flowers appear in the late spring and provide a sweet fragrance. In addition, it is highly resistant to insect and disease pests. All in all, Korean Maple is an ideal choice for a spectacular statement in the garden. Common name: Korean Maple Sunlight: full sun, part shade Watering: Average Growth cycle: Perennial Origin: Eastern Asia Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': 'Height', 'min_value': 20, 'max_value': 20, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a vibrant tree that will add stunning color to my yard, especially in the fall. I want something that can thrive in a variety of conditions, grows to a good height, and features beautiful red flowers and foliage throughout the seasons. Ideally, this tree should be a hardy native option that can bring life to my landscape.",Red Maple,"Acer rubrum, the red maple, also known as swamp maple, water maple, or soft maple, is one of the most common and widespread deciduous trees of eastern and central North America. The U.S. Forest Service recognizes it as the most abundant native tree in eastern North America. The red maple ranges from southeastern Manitoba around the Lake of the Woods on the border with Ontario and Minnesota, east to Newfoundland, south to Florida, and southwest to East Texas. Many of its features, especially its leaves, are quite variable in form. At maturity, it often attains a height around 30 m (100 ft). Its flowers, petioles, twigs, and seeds are all red to varying degrees. Among these features, however, it is best known for its brilliant deep scarlet foliage in autumn.","The Red Maple Acer rubrum is an amazing tree that is native to rth America. It has bright, red flowers in the spring as well as stunning foliage colors in autumn, producing wonderful colors of orange, yellow, and red. It is known to be very tough, tolerating a wide range of temperatures, freezing cold, and extreme wind. It is also very fast growing, up to two feet per year under good conditions. Red Maple is a great choice for landscaping, being well adapted to many soils, easy to care for, and it is a very valuable source of food and shelter for wildlife. trunk: brown. branches: brown. leaves: orange-red-green. stems: green Common name: Red Maple Sunlight: full sun Soil: Sandy Loamy Clay Watering: Average Growth cycle: Perennial Origin: Eastern and central rth America Care level: Medium Maintenance: Low Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 50, 'max_value': 50, 'unit': 'feet' Attracts: Squirrels, Birds, Bees, Other Showy Insects Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
I'm looking for a beautiful tree that thrives in hilly landscapes and brings a touch of elegance to my garden. I want something that not only stands out with its unique flowers but also adds a sense of tranquility and charm to my outdoor space.,Three Flowered Maple,"Acer triflorum, the three-flowered maple, is a species of maple native to hills of northeastern China and Korea.","The Three Flowered Maple Acer triflorum is an amazing species of maple tree that boasts unique beauty. It's foliage is a brilliant mix of green, yellow, and orange come fall, and its bark is exfoliated in shades of gray. Its flowers also bring amazement as clustered small flowers in pink appear in early summer. Growing three large yellow-winged fruits in autumn, it's truly a sight to behold. Its foliage stays lush even in areas of extreme cold and heat, making it an ideal choice for the changing environment. A true garden gem, the Three Flowered Maple is an eye-catching delight and an essential addition to any landscape. Common name: Three Flowered Maple Sunlight: Full sun, part shade Watering: Average Growth cycle: Perennial Origin: Manchuria China, rth and South Korea Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': 'Height', 'min_value': 30, 'max_value': 30, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a beautiful plant that can add a touch of elegance to my garden with its stunning leaf shapes and vibrant colors. I want something that stands out, whether through its unique form or seasonal highlights, and that's versatile enough for various landscapes. Ideally, it should be a hardy choice that thrives in different conditions while bringing visual interest year-round.",Japanese Maple,"Acer palmatum, commonly known as Japanese maple, palmate maple, or smooth Japanese maple, is a species of woody plant native to Korea, Japan, China, eastern Mongolia, and southeast Russia. Many different cultivars of this maple have been selected and they are grown worldwide for their large variety of attractive forms, leaf shapes, and spectacular colors.","The Japanese Maple, or Acer Palmatum, is a beautiful small tree and an amazing addition to any landscape. Its delicate foliage offers an incredible range of colors, from vibrant reds to deep greens throughout the growing season. In the fall, its leaves turn yellow and oranges, and finally bronze. With its intricate branches and vibrant colors, it is a sight to behold. This species is also preferred for its versatility, as it grows well in both container gardens and in large outdoor spaces. Its petite size makes it an ideal choice for a variety of settings, making it a great all-around choice for any garden. Common name: Japanese Maple Sunlight: Full sun, part shade Soil: Well-drained Watering: Average Growth cycle: Perennial Origin: Korea, Japan Care level: Moderate Maintenance: Low Growth rate: Low Dimensions: 'type': 'Height', 'min_value': 20, 'max_value': 20, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a beautiful tree that offers stunning autumn colors and can thrive in my garden. Ideally, it should provide a delightful touch of nature and possibly produce something sweet for my family to enjoy. I'm also interested in a variety that has unique wood grain patterns for any future woodworking projects.",Legacy Sugar Maple,"Acer saccharum, the sugar maple, is a species of flowering plant in the soapberry and lychee family Sapindaceae. It is native to the hardwood forests of eastern Canada and the eastern United States. Sugar maple is best known for being the primary source of maple syrup and for its brightly colored autumn foliage. It may also be called ""rock maple,"" ""sugar tree,"" ""sweet maple,"" or, particularly in reference to the wood, ""hard maple,"" ""birds-eye maple,"" or ""curly maple,"" the last two being specially figured lumber.","Legacy Sugar Maple Acer saccharum 'Legacy' is an amazing species of maple tree. It features a rounded crown and strongly furrowed gray bark. In the spring it produces yellow flowers that are followed by winged winged samaras. Its showy yellow fall foliage makes it an eye-catching addition to any garden. This species of maple is very hardy and can tolerate most climates. It is drought-tolerant and can tolerate both wet and dry conditions. It does well in full sun to partial shade and can grow up to 80 feet tall. Its drought-tolerance and hardiness make it an ideal choice for yards, gardens and parks. Its autumn colors are second to none, adding a beautiful splash of color to the landscape. Legacy Sugar Maple is the perfect choice for any landscape. Common name: Legacy Sugar Maple Sunlight: part sun/part shade, full sun Soil: Sand, Loam, Humus Enriched Watering: Average Growth cycle: Perennial Origin: United States Care level: Medium Growth rate: High Dimensions: 'type': 'Height', 'min_value': 50, 'max_value': 50, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a beautiful tree that adds vibrant color to my landscape, especially in the fall. I want something that grows well in suburban areas and can thrive in a variety of soil types while providing plenty of shade. Ideally, it should also be relatively low-maintenance to keep my yard looking its best.",Crimson King Norway Maple,"Burlington Township is a township in Burlington County, in the U.S. state of New Jersey. It is a suburb of Philadelphia and is part of the South Jersey region of the state. As of the 2020 United States census, the township's population was 23,983, its highest decennial count ever and an increase of 1,389 (+6.1%) from the 2010 census count of 22,594, which in turn reflected an increase of 2,300 (+11.3%) from the 20,294 counted in the 2000 census. The township, and all of Burlington County, is a part of the Philadelphia-Reading-Camden combined statistical area and the Delaware Valley.","The Crimson King rway Maple is an amazing tree species that provides striking visual interest with its bold maroon foliage. Hardy and easy to maintain, the tree is the perfect addition to any garden due to its fast growth rate, interesting bark and its impressive height which can grow up to 40 feet tall. Its favoured by many gardeners as it offers great colour even during the winter months as its leaves will turn deep purple as the temperature drops. It's also non-invasive, so it won't spread or overtake nearby plants or trees. All in all, the Crimson King rway Maple is an ideal choice for gardeners who want to make a statement in their garden. leaf: maroon. flowers: yellow-pink-white. stems: red Common name: Crimson King rway Maple Sunlight: part sun/part shade, full sun Soil: Humus rich, Well-drained Watering: Average Growth cycle: Perennial Origin: Europe, Garden origin Care level: Medium Maintenance: Low Growth rate: High Dimensions: 'type': 'Height', 'min_value': 50, 'max_value': 50, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a unique and visually appealing plant that offers both beauty and functionality for my garden. I would love a shrub or small tree with interesting foliage that can thrive in varied conditions and enhance the overall aesthetics of my outdoor space. Additionally, if it has a culinary or practical use, that would be a wonderful bonus!",Moosewood,"Moosewood may refer to:Acer pensylvanicum, a species of maple known variously as striped maple, moosewood and moose maple
Viburnum lantanoides, a species of shrub in the family Caprifoliaceae
Dirca, a genus of deciduous shrubs in the family Thymelaeaceae, known variously as leatherwood, moosewood, ropebark and wicopy
Moosewood Cookbook, a cookbook authored by Mollie Katzen
Moosewood Restaurant, a restaurant in Ithaca, New York, United States","Moosewood Acer pensylvanicum is an amazing species of tree, thanks to its stunning fall foliage ranging in color from deep red to golden yellow. Its ornamental bark is also something to behold as it has deep, unique ridges. The tree also has a pleasing shape, often forming a dense, somewhat narrow pyramid. Adding to its beauty, it has a pleasing aroma that radiates from its orange flowers in springtime. Quiet resilient, it can withstand a range of temperature variation and adapts to various soils, making it great for gardens. All these qualities makes Moosewood the perfect addition to any outdoor space. leaves: green. veins: green. stems: yellow-green, brown. branches: brown. trunk: brown Common name: Moosewood Sunlight: full sun, part shade Soil: Sandy Loamy Clay Watering: Average Growth cycle: Perennial Origin: rtheastern United States, eastern Canada Care level: Medium Maintenance: Low Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 25, 'max_value': 25, 'unit': 'feet' Attracts: Squirrels, Birds, Bees Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a unique plant that adds a touch of intrigue to my space, ideally with delicate, sensitive leaves that respond to touch. I want something that brings a sense of liveliness and can thrive in a variety of environments, from sunny spots to more shaded areas. A beautiful herb or shrub would be perfect to enhance my indoor or outdoor garden.",Mimosa,"Mimosa is a genus of about 600 species of herbs and shrubs, in the mimosoid clade of the legume family Fabaceae. Species are native to the Americas, from North Dakota to northern Argentina, and to eastern Africa as well as the Indian subcontinent and Indochina. The generic name is derived from the Greek word μῖμος (mimos), 'actor' or 'mime', and the feminine suffix -osa, 'resembling', suggesting its 'sensitive leaves' which seem to 'mimic conscious life'.","The Mimosa is a captivating and stunning plant species thriving in sunny and hot climates. Its delicate fern-like foliage is a spectacular sight to behold, with bipinnate leaves arranged in a feather-like shape. From late spring to early summer, the Mimosa puts on an awe-inspiring display of beautiful pink and white fluffy flowers. Its sweet, vanillalike fragrance is also deeply appreciated. Furthermore, the Mimosa is easy to care for and rewards with a generous selection of butterfly-attracting blooms. All these features together make the Mimosa an amazing and remarkable plant species. branch: brown. stems: green. leaves: green. flowers: red. pods: green Common name: Mimosa Sunlight: full sun Soil: Well-drained Watering: Average Growth cycle: Perennial Origin: Iran, Japan Care level: Medium Maintenance: High Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 35, 'max_value': 35, 'unit': 'feet' Attracts: Butterflies Harvest season: Summer has leaves. has flowers. has fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a beautiful tree that offers stunning fall colors, ideally with vibrant orange-red leaves that really stand out. It should be a hardy choice for my yard or as a street tree, and I’d love options that are easy to care for and have a nice shape. A tree that brings a touch of elegance to my landscape year-round would be perfect!",Autumn Blaze Maple,"Acer × freemanii, Freeman maple or Freeman's maple, is a naturally occurring hybrid maple that is the result of a cross between Acer rubrum and Acer saccharinum. Wild specimens are found in eastern North America where the parent species overlap. The species is named for Oliver M. Freeman of the U.S. National Arboretum who hybridized A. rubrum with A. saccharinum in 1933. The fall foliage is a striking orange-red. It has many commercially available cultivars and is frequently used as a street tree.","Autumn Blaze Maple Acer x freemanii 'Jeffersred' is the perfect addition to any garden. A member of the Aceraceae family, this deciduous tree is bred for its unique colouring; with green foliage in spring and summer, and vivid red leaves during autumn and winter. It is incredibly hardy and can even tolerate cold winter climates and hot, dry summers. The Autumn Blaze Maple is also impressively fast-growing, reaching a mature height of 30-50 feet in just 10-15 years. Ideal for providing natural shade, it is an excellent choice for any garden. Common name: Autumn Blaze Maple Sunlight: full sun Watering: Average Growth cycle: Perennial Origin: United States Care level: Medium Growth rate: High Dimensions: 'type': 'Height', 'min_value': 50, 'max_value': 50, 'unit': 'feet' has leaves. has no flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a striking evergreen tree that offers unique, waxy leaves and an interesting, twisting shape. I appreciate a plant with textured bark that adds character to my garden, and I want something that stands out all year round.",Pacific Madrone*,"Arbutus menziesii, or Pacific madrone, is a species of broadleaf evergreen tree in the family Ericaceae. It has waxy foliage, a contorted growth habit, and flaky bark.","Pacific Madrone Arbutus menziesii is an evergreen tree native to the West Coast of rth America. It is an incredibly hardy and resilient species, with a brilliant natural range of color and texture that makes it stand out from other trees. The tree often has striking pale, orange-red bark that is dotted with patches of smooth, bronze-toned bark. In the summertime, its foliage is a bright green, making it a wonderfully cheerful sight. In the fall, the plant transitions to a yellow-brown color, adding to its stunning beauty. Those who grow Pacific Madrone benefit from its ability to thrive in diverse conditions and its tolerance of summer drought. Its showy and unique appearance makes it a great choice for gardens, landscaping, and other projects. stems: red-brown. leaves: colored. fruits: pink-red Common name: Pacific Madrone* Sunlight: sun Soil: Sandy Loamy Rocky Watering: Minimum Growth cycle: Perennial Origin: Western rth America Care level: Medium Maintenance: Moderate Growth rate: Low Dimensions: 'type': 'Height', 'min_value': 70, 'max_value': 70, 'unit': 'feet' Attracts: Birds Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a small deciduous tree that offers a lush canopy with large, attractive leaves. I would love it to produce unique, flavorful fruits that are yellowish-green to brown, adding a touch of interest to my garden.",Common Paw Paw,"Asimina triloba, the American papaw, pawpaw, paw paw, or paw-paw, among many regional names, is a species of small deciduous tree. It has large leaves and produces a large, yellowish-green to brown fruit.","The Common Paw Paw is an amazing, versatile species native to rth America. t only can the cooked fruit be used in desserts and other culinary dishes, but the seeds, leaves and bark can also provide medicinal benefits. The plant itself is quite drought tolerant, and can be grown in many different soils with minimal maintenance. The plant produces large, fragrant flowers and beautiful green leaves, making it a great ornamental species. A great choice for any garden, the Common Paw Paw also provides delicious fruits that can be enjoyed or stored for winter when in season. stem: brown-green. branch: brown. fruits: green. leaves: green Common name: Common Paw Paw Sunlight: full sun, part sun/part shade Soil: Humus rich, Well-drained Watering: Average Growth cycle: Perennial Origin: Southeastern United States Care level: Medium Maintenance: Low Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 20, 'max_value': 20, 'unit': 'feet' Attracts: Squirrels, Butterfly Larvae, Other Showy Insects Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. not thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a striking evergreen tree that can grow quite tall, ideally reaching heights between 30 to 40 meters. I want something that can withstand a variety of climates, particularly hardy in cooler regions, and has a unique, eye-catching shape that adds character to my landscape. A tree that thrives in a natural setting and can bring a touch of the outdoors to my garden would be perfect.",Monkey Puzzle Tree,"Araucaria araucana, commonly called the pewen, monkey-puzzle, pehuen or piñonero, is an evergreen tree belonging to the family Araucariaceae and growing to a height of 30–40 m (98–131 ft) and a trunk diameter of 1–1.5 m (3.3–4.9 ft). Native to central and southern Chile and western Argentina, it is the hardiest species in the conifer genus Araucaria.","The Monkey Puzzle Tree, also known as Araucaria araucana, has an impressive and unique look sure to impress. It's extraordinarily tall, cone-shaped crown, combined with its tough, spiky evergreen leaves create an austere and mysterious look. It's a symbol of ancient forests, having survived many ice ages and growing to heights of over 175 feet. This tree has one of the longest lifespans of any species, living to an impressive 2000 years. It's a hardy species, adapted to survive many climates, making it a great choice for landscaping. The Monkey Puzzle Tree is truly an amazing specimen sure to draw admiration and attention. trunk: brown. branches: brown. leaves: green Common name: Monkey Puzzle Tree Sunlight: full sun, part shade Soil: Well-drained Watering: Average Growth cycle: Perennial Origin: Chile, Argentina Care level: High Maintenance: Moderate Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 70, 'max_value': 70, 'unit': 'feet' has leaves. has flowers. has no fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a vibrant tree that produces delightful, edible red fruits. Ideally, this plant should thrive in various climates while adding a unique aesthetic to my garden. I want something that not only looks great but also offers the joy of harvesting tasty fruits.",Strawberry Tree,"Strawberry tree is a common name for:Arbutus, a genus in the family Ericaceae with edible red fruits
Arbutus unedo, the tree from which the genus Arbutus derives its name
Arbutus andrachne, known as Greek strawberry tree
Calycophyllum candidissimum, in the family Calycophyllum
Cornus capitata, a species of dogwood known as Himalayan strawberry-tree
Muntingia calabura, in the family Malvaceae, native to the American tropics
Myrica rubra, in the family Myricaceae, referred to as the Chinese strawberry tree","The Strawberry Tree Arbutus unedo is an amazing species that offers year-round beauty. It is a fruiting evergreen with attractive foliage and delicate whitish-pink blooms that develop into bright, red-orange fruits throughout the season. In addition to its showy beauty, this plant is incredibly hardy and can survive in a wide range of soil types and light conditions. With its easy maintenance and interesting lifestyle, the Strawberry Tree is a must for any gardener looking for a low-care, eye-catching addition to their landscape. stems: pink-red. leaves: dark-green. fruits: yellow-red. flowers: white-beige. stem: red-pink. branch: brown Common name: Strawberry Tree Sunlight: full sun, part sun/part shade, sheltered Soil: Well-drained Watering: Average Growth cycle: Perennial Origin: Southern Europe, western Asia, northern Africa Care level: Medium Maintenance: Low Growth rate: Moderate Dimensions: 'type': 'Height', 'min_value': 25, 'max_value': 25, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
