scientific_name,common_name,description,plant_anatomy,sunlight,soil,leaf,flowers,fruits,watering,cycle,origin,care_level,maintenance,growth_rate,text
['Acer davidii'],Snakebark Maple,"The Snakebark Maple (Acer davidii) is an amazing tree, beloved by gardeners. It features beautiful gills, which are handsomely striped with tiger-like markings. In the summer, its leaves turn to a bright golden hue and its bark remains smooth, with a distinctive mottled ash-gray coloration. Plant it in a sunny spot to take full advantage of its leaves, which are said to produce a calming effect. It is also low maintenance and very tolerant of the cold, surviving through temperatures as low as -25°F. With its stunning shape and amazing color, the Snakebark Maple is a wonderful addition to any landscape!","[{'part': 'leaves', 'color': ['yellow-brown', 'green']}, {'part': 'branches', 'color': ['green-brown', 'light-green', 'green']}, {'part': 'trunk', 'color': ['green-brown', 'white-green']}, {'part': 'stem', 'color': ['green-colored']}, {'part': 'veins', 'color': ['light-green']}]","['Full sun', 'part shade']",,True,True,False,Average,Perennial,"['China', 'Myanmar']",Medium,Low,Low,"The Snakebark Maple (Acer davidii) is an amazing tree, beloved by gardeners. It features beautiful gills, which are handsomely striped with tiger-like markings. In the summer, its leaves turn to a bright golden hue and its bark remains smooth, with a distinctive mottled ash-gray coloration. Plant it in a sunny spot to take full advantage of its leaves, which are said to produce a calming effect. It is also low maintenance and very tolerant of the cold, surviving through temperatures as low as -25°F. With its stunning shape and amazing color, the Snakebark Maple is a wonderful addition to any landscape! [{'part': 'leaves', 'color': ['yellow-brown', 'green']}, {'part': 'branches', 'color': ['green-brown', 'light-green', 'green']}, {'part': 'trunk', 'color': ['green-brown', 'white-green']}, {'part': 'stem', 'color': ['green-colored']}, {'part': 'veins', 'color': ['light-green']}] ['Full sun', 'part shade'] [] True True False Average Perennial ['China', 'Myanmar'] Medium Low Low"
['Acer ginnala'],Amur Maple,"The Amur Maple is a beautiful and versatile species of tree that are perfect for any property. With its vibrant green buds and star-shaped leaves that turn yellow and orange in the autumn, this stunning tree makes for a spectacular backdrop in any yard or garden. Its dense growth provides ample shade and its smaller size means it won't take up too much space. The Amur Maple is also highly resilient, resistant to extreme temperatures and insect diseases and does well in most soils. This hardy and majestic tree will bring years of beauty to your lawn and garden.","[{'part': 'leaves', 'color': ['orange-pink', 'green']}, {'part': 'veins', 'color': ['red', 'yellow']}, {'part': 'twigs', 'color': ['dark-red', 'green']}, {'part': 'trunk', 'color': ['silver']}, {'part': 'branches', 'color': ['silver']}, {'part': 'seeds', 'color': ['pink']}]","['full sun', 'part shade']",,True,False,False,Average,Perennial,"['China', 'North Korea', 'Russia', 'Mongolia']",Moderate,,Low,"The Amur Maple is a beautiful and versatile species of tree that are perfect for any property. With its vibrant green buds and star-shaped leaves that turn yellow and orange in the autumn, this stunning tree makes for a spectacular backdrop in any yard or garden. Its dense growth provides ample shade and its smaller size means it won't take up too much space. The Amur Maple is also highly resilient, resistant to extreme temperatures and insect diseases and does well in most soils. This hardy and majestic tree will bring years of beauty to your lawn and garden. [{'part': 'leaves', 'color': ['orange-pink', 'green']}, {'part': 'veins', 'color': ['red', 'yellow']}, {'part': 'twigs', 'color': ['dark-red', 'green']}, {'part': 'trunk', 'color': ['silver']}, {'part': 'branches', 'color': ['silver']}, {'part': 'seeds', 'color': ['pink']}] ['full sun', 'part shade'] [] True False False Average Perennial ['China', 'North Korea', 'Russia', 'Mongolia'] Moderate Low"
"[""Acer ginnala 'Flame'""]",Flame Amur Maple,"The Flame Amur Maple is an amazing plant species perfect for any landscape. It's small to medium size, with a mature height of 15 to 20 feet, makes it perfect for tight spaces in gardens, parks, or yards. Its bright orange-red buds make a striking statement in the spring, and its leaves are a beautiful deep green in summer. In fall, the foliage turns a striking array of red, yellow and orange colors giving a brilliant splash to the landscape. It's very hardy, tolerating most soil types, and can adapt to various climates, making it a great addition to any home garden.","[{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['dark-brown']}, {'part': 'twigs', 'color': ['dark-brown']}, {'part': 'leaves', 'color': ['yellow-orange']}]",['full sun'],,True,False,False,Frequent,Perennial,"['China', 'North Korea', 'Russia', 'Japan']",Moderate,,High,"The Flame Amur Maple is an amazing plant species perfect for any landscape. It's small to medium size, with a mature height of 15 to 20 feet, makes it perfect for tight spaces in gardens, parks, or yards. Its bright orange-red buds make a striking statement in the spring, and its leaves are a beautiful deep green in summer. In fall, the foliage turns a striking array of red, yellow and orange colors giving a brilliant splash to the landscape. It's very hardy, tolerating most soil types, and can adapt to various climates, making it a great addition to any home garden. [{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['dark-brown']}, {'part': 'twigs', 'color': ['dark-brown']}, {'part': 'leaves', 'color': ['yellow-orange']}] ['full sun'] [] True False False Frequent Perennial ['China', 'North Korea', 'Russia', 'Japan'] Moderate High"
"[""Acer ginnala 'Mondy'""]",Red Rhapsody Amur Maple,"The Red Rhapsody Amur Maple (Acer ginnala ‘Mondy’) is a stunning and unique addition to any garden. With its brilliant red foliage, this maple species is a captivating sight in the spring and fall. The tree is also not as large as other maple varieties, making it an ideal choice for small gardens and yards. It thrives in varied soil conditions and can survive temperatures down to -30F. This resilient tree can last for many years and provides welcome shade during the warm summer months. The Red Rhapsody Amur Maple is a stunning and unique tree for any garden and promises a vibrant splash of color throughout the entire year.","[{'part': 'trunk', 'color': ['dark-brown']}, {'part': 'branches', 'color': ['dark-brown']}, {'part': 'leaves', 'color': ['green-yellow']}]","['full sun', 'part shade']",,True,False,False,Frequent,Perennial,['China'],Moderate,,High,"The Red Rhapsody Amur Maple (Acer ginnala ‘Mondy’) is a stunning and unique addition to any garden. With its brilliant red foliage, this maple species is a captivating sight in the spring and fall. The tree is also not as large as other maple varieties, making it an ideal choice for small gardens and yards. It thrives in varied soil conditions and can survive temperatures down to -30F. This resilient tree can last for many years and provides welcome shade during the warm summer months. The Red Rhapsody Amur Maple is a stunning and unique tree for any garden and promises a vibrant splash of color throughout the entire year. [{'part': 'trunk', 'color': ['dark-brown']}, {'part': 'branches', 'color': ['dark-brown']}, {'part': 'leaves', 'color': ['green-yellow']}] ['full sun', 'part shade'] [] True False False Frequent Perennial ['China'] Moderate High"
"[""Acer ginnala 'Ruby Slippers'""]",Ruby Slippers Amur Maple,"Ruby Slippers Amur Maple is an amazing plant species that can survive in extreme conditions. It has a unique vertical habit, clockwise foliage, and bright red stems which makes it a great ornamental tree. Its deep green summer foliage with a pattern of creamy white margins, plus its eye-catching red stem color in the fall and winter give this plant unique beauty. It is fast-growing and tolerates extreme heat, drought, and cold temperatures. It also thrives in a variety of soils and can handle little maintenance. So, Ruby Slippers Amur Maple is an amazing species to have in your garden, adding beauty and color all year round.","[{'part': 'trunks', 'color': ['silver-green']}, {'part': 'branches', 'color': ['silver-green']}, {'part': 'twigs', 'color': ['silver-green']}, {'part': 'leaves', 'color': ['yellow']}]","['full sun', 'part shade']",,True,False,False,Frequent,Perennial,['China'],,,Low,"Ruby Slippers Amur Maple is an amazing plant species that can survive in extreme conditions. It has a unique vertical habit, clockwise foliage, and bright red stems which makes it a great ornamental tree. Its deep green summer foliage with a pattern of creamy white margins, plus its eye-catching red stem color in the fall and winter give this plant unique beauty. It is fast-growing and tolerates extreme heat, drought, and cold temperatures. It also thrives in a variety of soils and can handle little maintenance. So, Ruby Slippers Amur Maple is an amazing species to have in your garden, adding beauty and color all year round. [{'part': 'trunks', 'color': ['silver-green']}, {'part': 'branches', 'color': ['silver-green']}, {'part': 'twigs', 'color': ['silver-green']}, {'part': 'leaves', 'color': ['yellow']}] ['full sun', 'part shade'] [] True False False Frequent Perennial ['China'] Low"
['Acer griseum'],Paperbark Maple,"Paperbark Maple (Acer griseum) is a truly amazing tree. With its unique cinnamon-color bark that peels in thin layers and its delicate foliage, it is a sight to behold in any garden. In spring, the tree features delicate pink and white flowers. The foliage turns a copper-bronze color in the fall, making it a great ornamental tree year-round. Paperbark Maple is also low-maintenance and easy to grow, making it an ideal choice for a sheltered spot in your garden. It is also a great option for a screen near a patio or pool. The Paperbark Maple is a beautiful and versatile must-have for any garden.","[{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['brown']}, {'part': 'leaves', 'color': ['dark-green', 'light-green']}]","['Full sun', 'part shade']","['Acidic', ' Well-drained']",True,True,True,Average,Perennial,['Central and eastern China'],Medium,Low,Low,"Paperbark Maple (Acer griseum) is a truly amazing tree. With its unique cinnamon-color bark that peels in thin layers and its delicate foliage, it is a sight to behold in any garden. In spring, the tree features delicate pink and white flowers. The foliage turns a copper-bronze color in the fall, making it a great ornamental tree year-round. Paperbark Maple is also low-maintenance and easy to grow, making it an ideal choice for a sheltered spot in your garden. It is also a great option for a screen near a patio or pool. The Paperbark Maple is a beautiful and versatile must-have for any garden. [{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['brown']}, {'part': 'leaves', 'color': ['dark-green', 'light-green']}] ['Full sun', 'part shade'] ['Acidic', ' Well-drained'] True True True Average Perennial ['Central and eastern China'] Medium Low Low"
['Acer japonicum'],Fullmoon Maple,"The Fullmoon Maple is a spectacular deciduous shrub native to Japan, Korea and parts of China. It features an incredible round, bright yellow foliage in spring and summer that turns rich oranges and reds in the fall. Its unique shape gives it a wonderful presence in the garden, while its attractive bark is marked with orange and dark brown hues. For added attraction in the garden, the Fullmoon Maple is renowned for its stunning white flowers with yellow centers, which bloom from late spring until early summer. Its beautiful foliage, stunning flowers and interesting bark make the Fullmoon Maple an amazing garden addition for any landscape.","[{'part': 'branches', 'color': ['green-yellow']}, {'part': 'twigs', 'color': ['green-yellow']}, {'part': 'leaves', 'color': ['green']}]","['Full sun', 'part shade']",,True,True,False,Average,Perennial,"['Japan', 'Kuril Islands']",Medium,Low,Low,"The Fullmoon Maple is a spectacular deciduous shrub native to Japan, Korea and parts of China. It features an incredible round, bright yellow foliage in spring and summer that turns rich oranges and reds in the fall. Its unique shape gives it a wonderful presence in the garden, while its attractive bark is marked with orange and dark brown hues. For added attraction in the garden, the Fullmoon Maple is renowned for its stunning white flowers with yellow centers, which bloom from late spring until early summer. Its beautiful foliage, stunning flowers and interesting bark make the Fullmoon Maple an amazing garden addition for any landscape. [{'part': 'branches', 'color': ['green-yellow']}, {'part': 'twigs', 'color': ['green-yellow']}, {'part': 'leaves', 'color': ['green']}] ['Full sun', 'part shade'] [] True True False Average Perennial ['Japan', 'Kuril Islands'] Medium Low Low"
"[""Acer japonicum 'Aconitifolium'""]",Cutleaf Fullmoon Maple,"The Cutleaf Fullmoon Maple is one of nature's most beautiful trees. Its intricate, delicate leaves have deep lobes and unique lobing patterns- each one showing its own distinct character. Its light silvery-green foliage turns a golden yellow in fall. The Cutleaf Fullmoon Maple produces long, elegant branches with large, full flowers that shimmer in the moonlight. In spring, the foliage emerges in a brilliant array of soft pinks, whites, and yellows. This eye-catching display gives this tree its name- Cutleaf Fullmoon Maple. Combined with beautiful bark that takes on an attractive whitish hue, this tree is sure to be a stunning addition to any garden.","[{'part': 'leaves', 'color': ['green', 'orange-yellow-green']}, {'part': 'branches', 'color': ['brown']}, {'part': 'trunk', 'color': ['brown']}, {'part': 'twigs', 'color': ['colored']}]","['Full sun', 'part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,"['S.E. Asia', 'Japan', 'China']",Medium,Low,Moderate,"The Cutleaf Fullmoon Maple is one of nature's most beautiful trees. Its intricate, delicate leaves have deep lobes and unique lobing patterns- each one showing its own distinct character. Its light silvery-green foliage turns a golden yellow in fall. The Cutleaf Fullmoon Maple produces long, elegant branches with large, full flowers that shimmer in the moonlight. In spring, the foliage emerges in a brilliant array of soft pinks, whites, and yellows. This eye-catching display gives this tree its name- Cutleaf Fullmoon Maple. Combined with beautiful bark that takes on an attractive whitish hue, this tree is sure to be a stunning addition to any garden. [{'part': 'leaves', 'color': ['green', 'orange-yellow-green']}, {'part': 'branches', 'color': ['brown']}, {'part': 'trunk', 'color': ['brown']}, {'part': 'twigs', 'color': ['colored']}] ['Full sun', 'part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['S.E. Asia', 'Japan', 'China'] Medium Low Moderate"
"[""Acer japonicum 'Attaryi'""]",Attaryi Fullmoon Maple*,"Attaryi Fullmoon Maple is an amazing ornamental tree that provides breathtaking visual impact throughout the year. Its young foliage emerges a bright pink hue in spring, fades to a golden yellow in summer and transforms to a spectacular burnt orange in autumn. This spectacular show, combined with the graceful weeping branches and deep mahogany bark, makes it an ideal focal point in outdoor landscapes. Attaryi Fullmoon Maple is also known for its drought tolerance, making it an adaptable choice for gardeners of all levels. Best of all, its ability to thrive in just about any soil and pH makes it an excellent addition to any garden.","[{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['brown']}, {'part': 'leaves', 'color': ['orange']}]","['full sun', 'part shade']",,True,False,False,Average,Perennial,['Japan'],High,,High,"Attaryi Fullmoon Maple is an amazing ornamental tree that provides breathtaking visual impact throughout the year. Its young foliage emerges a bright pink hue in spring, fades to a golden yellow in summer and transforms to a spectacular burnt orange in autumn. This spectacular show, combined with the graceful weeping branches and deep mahogany bark, makes it an ideal focal point in outdoor landscapes. Attaryi Fullmoon Maple is also known for its drought tolerance, making it an adaptable choice for gardeners of all levels. Best of all, its ability to thrive in just about any soil and pH makes it an excellent addition to any garden. [{'part': 'trunk', 'color': ['brown']}, {'part': 'branches', 'color': ['brown']}, {'part': 'leaves', 'color': ['orange']}] ['full sun', 'part shade'] [] True False False Average Perennial ['Japan'] High High"
"[""Acer japonicum 'Aureum'""]",Golden Fullmoon Maple,"The Golden Fullmoon Maple is an amazing plant species due to its dazzling yellow-gold leaves, which scintillate in the sun. This tree is a sight to behold, especially in autumn, when the leaves turn a richer golden color. Its bark is smooth and light in color and its branches are gently curved and attractively shaped. This species of maple is easy to grow and thrives in full sun or partial shade, along with well-drained, fertile soil. It is also resistant to most pests and diseases, making it an ideal choice for the garden or backyard. With its graceful form and beautiful leaves, the Golden Fullmoon Maple is truly a stand-out in the landscape.",,"['full sun', 'part shade']",,True,False,False,Average,Perennial,['Japan'],Medium,,Low,"The Golden Fullmoon Maple is an amazing plant species due to its dazzling yellow-gold leaves, which scintillate in the sun. This tree is a sight to behold, especially in autumn, when the leaves turn a richer golden color. Its bark is smooth and light in color and its branches are gently curved and attractively shaped. This species of maple is easy to grow and thrives in full sun or partial shade, along with well-drained, fertile soil. It is also resistant to most pests and diseases, making it an ideal choice for the garden or backyard. With its graceful form and beautiful leaves, the Golden Fullmoon Maple is truly a stand-out in the landscape. [] ['full sun', 'part shade'] [] True False False Average Perennial ['Japan'] Medium Low"
"[""Acer japonicum 'Emmett's Pumpkin'""]",Emmett's Pumpkin Fullmoon Maple,"Emmett's Pumpkin Fullmoon Maple is an amazing deciduous tree species that is known for its beautiful foliage. It has dark green, almost bronze-colored leaves that turn a deep orange-red in the fall. In the summertime, it has clusters of yellow-orange flowers, and in the winter it features small, red seed plumes. It grows in a pleasing, rounded shape and reaches heights up to 25 feet, providing year-round beauty to any landscape. It is a great choice for gardeners who are looking for a unique tree that provides stunning colors throughout the seasons.",,"['full sun', 'part shade', 'filtered shade']",,True,False,False,Average,Perennial,['Japan'],,,Low,"Emmett's Pumpkin Fullmoon Maple is an amazing deciduous tree species that is known for its beautiful foliage. It has dark green, almost bronze-colored leaves that turn a deep orange-red in the fall. In the summertime, it has clusters of yellow-orange flowers, and in the winter it features small, red seed plumes. It grows in a pleasing, rounded shape and reaches heights up to 25 feet, providing year-round beauty to any landscape. It is a great choice for gardeners who are looking for a unique tree that provides stunning colors throughout the seasons. [] ['full sun', 'part shade', 'filtered shade'] [] True False False Average Perennial ['Japan'] Low"
"[""Acer japonicum 'Green Cascade'""]",Green Cascade Maple,"The Green Cascade Maple (Acer japonicum 'Green Cascade') is an amazing plant with stunning features. It has a unique cascading form which means it is slightly wider at the base and gradually narrows as it grows taller. The foliage of this tree is deep green with reddish-tinged edges in the spring and summer, transforming to a deep yellow-green in autumn. This foliage provides a beautiful contrast with the bark which is grey-brown with a light orange tone. The Green Cascade Maple is an excellent choice for a specimen tree or to provide a natural screen. It's versatile, easy to care for, and provides stunning visual appeal all year round.",,"['Full sun', 'part shade']",,True,True,False,Average,Perennial,['Japan'],Medium,Low,Low,"The Green Cascade Maple (Acer japonicum 'Green Cascade') is an amazing plant with stunning features. It has a unique cascading form which means it is slightly wider at the base and gradually narrows as it grows taller. The foliage of this tree is deep green with reddish-tinged edges in the spring and summer, transforming to a deep yellow-green in autumn. This foliage provides a beautiful contrast with the bark which is grey-brown with a light orange tone. The Green Cascade Maple is an excellent choice for a specimen tree or to provide a natural screen. It's versatile, easy to care for, and provides stunning visual appeal all year round. [] ['Full sun', 'part shade'] [] True True False Average Perennial ['Japan'] Medium Low Low"
['Acer macrophyllum'],Big Leaf Maple,"Big Leaf Maple (Acer macrophyllum) is an amazing species of maple tree. It is native to western North America, growing up to 100 feet tall in some areas. Its leaves are extremely large, reaching up to a foot in width and length, and are a brilliant green in the summer months. In autumn, the leaves turn a stunning yellow, orange, or even a mix of the two. Big Leaf Maple is prized for its hard wood, making it popular for many furniture and flooring options. Its impressive size, vibrant color, and useful timber make it a truly amazing tree species.","[{'part': 'leaf', 'color': ['light-green']}, {'part': 'veins', 'color': ['dark-green', 'light-green']}, {'part': 'stem', 'color': ['brown']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['full sun', 'part sun/part shade']",['Sandy Loamy'],True,True,True,Average,Perennial,"['British Columbia', 'California', 'Oregon', 'Washington']",Medium,Low,Moderate,"Big Leaf Maple (Acer macrophyllum) is an amazing species of maple tree. It is native to western North America, growing up to 100 feet tall in some areas. Its leaves are extremely large, reaching up to a foot in width and length, and are a brilliant green in the summer months. In autumn, the leaves turn a stunning yellow, orange, or even a mix of the two. Big Leaf Maple is prized for its hard wood, making it popular for many furniture and flooring options. Its impressive size, vibrant color, and useful timber make it a truly amazing tree species. [{'part': 'leaf', 'color': ['light-green']}, {'part': 'veins', 'color': ['dark-green', 'light-green']}, {'part': 'stem', 'color': ['brown']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}] ['full sun', 'part sun/part shade'] ['Sandy Loamy'] True True True Average Perennial ['British Columbia', 'California', 'Oregon', 'Washington'] Medium Low Moderate"
"[""Acer macrophyllum 'Mocha Rose'""]",Mocha Rose Big Leaf Maple,"Mocha Rose Big Leaf Maple is an amazing plant species for many reasons. It has lush glossy green foliage with deeply lobed leaves that are edged in pink, giving this tree a stunning look that is unlike any other. It also enjoys sun, but is tolerant of partial shade and can tolerate most soil types and moisture conditions. Its ability to thrive in a range of environments and climates makes it an excellent choice for gardeners. In addition to its eye-catching foliage, this maple also produces small flowers in the spring, providing a great source of nectar for pollinators. Overall, Mocha Rose Big Leaf Maple is an exquisite and unparalleled choice for any garden.","[{'part': 'leaf', 'color': ['light-green', 'green']}, {'part': 'veins', 'color': ['light-green', 'green']}, {'part': 'stem', 'color': ['red']}, {'part': 'branch', 'color': ['brown']}]","['full sun', 'part shade']",['Sandy Loamy'],True,True,True,Average,Perennial,"['British Columbia', 'California', 'Oregon', 'Washington']",Medium,Low,Moderate,"Mocha Rose Big Leaf Maple is an amazing plant species for many reasons. It has lush glossy green foliage with deeply lobed leaves that are edged in pink, giving this tree a stunning look that is unlike any other. It also enjoys sun, but is tolerant of partial shade and can tolerate most soil types and moisture conditions. Its ability to thrive in a range of environments and climates makes it an excellent choice for gardeners. In addition to its eye-catching foliage, this maple also produces small flowers in the spring, providing a great source of nectar for pollinators. Overall, Mocha Rose Big Leaf Maple is an exquisite and unparalleled choice for any garden. [{'part': 'leaf', 'color': ['light-green', 'green']}, {'part': 'veins', 'color': ['light-green', 'green']}, {'part': 'stem', 'color': ['red']}, {'part': 'branch', 'color': ['brown']}] ['full sun', 'part shade'] ['Sandy Loamy'] True True True Average Perennial ['British Columbia', 'California', 'Oregon', 'Washington'] Medium Low Moderate"
